img_name,p,r,f1,f2,conf,pred_cls,target_cls
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,[          0],[          0],[          0],[          0],[    0.36296     0.34102     0.27443],[          8           8           8],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,[          0],[          0],[          0],[          0],[    0.30232     0.28521],[          0           0],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,[        0.5],[          1],[    0.66667],[    0.83333],[    0.34376     0.31005     0.26349],[          6           1           6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,[          0],[          0],[          0],[          0],[    0.55199     0.50734],[          3           3],[          0]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,[          0],[          0],[          0],[          0],[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,[          0],[          0],[          0],[          0],[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,[    0.73819],[          1],[    0.84938],[    0.93376],[    0.43829     0.34108],[          7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,[          1           0],[          1           0],[          1           0],[          1           0],[    0.67664     0.35378],[          1           6],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,[          0],[          0],[          0],[          0],[    0.37077     0.29906],[          0           0],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,[          0],[          0],[          0],[          0],[    0.83532     0.69844],[          1           1],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,[          0],[          0],[          0],[          0],[    0.81037     0.68456      0.5915     0.51496     0.46459     0.26468],[          8           8           8           8           8           8],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,[          0],[          0],[          0],[          0],[    0.26706],[          7],[          5]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,[          0],[          0],[          0],[          0],[    0.28167      0.2808     0.25871],[          1           1           1],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,[          0],[          0],[          0],[          0],[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,[          0],[          0],[          0],[          0],[    0.69829     0.49111     0.35054     0.29946     0.29732],[          1           1           1           1           1],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,[          0],[          0],[          0],[          0],[    0.68858     0.54452      0.3953     0.38622     0.38257     0.25705],[          1           1           9           1           8           9],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,[    0.47629],[          1],[    0.64526],[    0.81973],[    0.68299       0.667     0.42537      0.3369],[          1           1           1           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.25:0.3/test/images/img_03_425391000_00491_jpg.rf.f28eeb3c2ee29652d34f681582fdf627.jpg,[          0],[          0],[          0],[          0],[],[],[          3]
