,img_name,objectness_uncertainty,weighted_variance_sum,weighted_entropy
0,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,0.0087864743545651,0.0003296267488396,1.1405831870862415
1,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,0.0039120847359299,0.0001879039032246,2.281526551758948
2,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,0.0105585725978016,8.329809463702986e-05,2.2763112001521613
3,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,0.0105965947732329,0.0018240310018882,2.258288394724465
4,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,0.0155263124033808,0.0013886623795414,0.7586699560283259
5,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,0.002383426297456,0.0004037430098833,2.282809366106363
6,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,0.0065328888595104,0.0022785814552866,0.455954270040708
7,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,1.0,1.0,2.302585092994046
8,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,0.0062301834113895,0.0011583785926632,2.277253141639926
9,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,0.0023363826330751,0.0029692266398342,2.2834348426145668
10,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,0.0140825686976313,0.0001005740237106,1.1384894238329335
11,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,0.0028098383918404,0.0038841872847115,2.282664009135404
12,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,1.0,1.0,2.302585092994046
13,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,0.0061199455522,0.0078966709697851,2.2765496253967283
14,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_07_4406645900_00730_jpg.rf.68f3b77d92761bf22a8e39c9837cbacd.jpg,1.0,1.0,2.302585092994046
15,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,0.0032538147643208,0.0046107217785902,2.282813260049531
16,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,0.0030858479440212,0.0038645728564006,2.2828030192974915
17,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,0.0155793484300374,0.0008887223511309,1.1382250100374225
18,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,0.0061253737658262,0.0058749635009007,2.278486529773569
19,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,0.011720404960215,0.0001257722376611,1.139854668296358
20,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,0.0199903678148984,0.0003363959938932,0.757557917480429
21,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_425391000_00491_jpg.rf.f28eeb3c2ee29652d34f681582fdf627.jpg,1.0,1.0,2.302585092994046
22,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_06_3403398500_01173_jpg.rf.3de8052bffb9ec5bcee37699641630ec.jpg,0.005520808044821,8.424144823493407e-06,2.275260107406717
23,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_07_4404893900_00568_jpg.rf.791dce27a30eb631f2acb54d52681b5c.jpg,0.0012011987855657,0.0132761542045045,2.2851695251464843
24,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,0.0062006874941289,0.0141212751623243,2.2745069044359614
25,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,0.0033108973875641,0.0006246792981983,2.28139107131958
26,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,0.0072851297445595,0.0025596035320704,1.1396421516171404
27,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_424992300_00206_jpg.rf.db57f94ddc87cd8c8d31d86134bfe8b5.jpg,0.012273620814085,0.0052415987593121,2.263795150461651
28,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,0.0083216745406389,0.0013021840495639,2.276947616986488
29,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_425644600_00006_jpg.rf.feb60eafb5ebdef584a26d874345da58.jpg,1.0,1.0,2.302585092994046
30,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,0.0105397691950201,0.0061919882427901,2.2675906906577303
31,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,0.0133152296766638,0.0028953222154086,2.258294929792215
32,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_07_424714400_00009_jpg.rf.b093d048d4dd9a68725899c42f343812.jpg,0.0010230413172394,0.0058169466792605,2.285466343164444
33,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_3403396800_01005_jpg.rf.089e7bcff1fe4ca0a5efcbb8ba1d31a3.jpg,0.0056279581040143,8.069754073858348e-06,2.2756681631107143
34,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425614600_00001_jpg.rf.d08146824f2f274a835da26023733959.jpg,0.0008718881872482,6.143439088646119e-05,2.285371959209442
35,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_02_436164300_01201_jpg.rf.85573a21edbf1fa649474a2d02b1f985.jpg,0.0012764512794092,0.0007191473183638,2.284750463870856
36,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_02_3436813700_00329_jpg.rf.6b0f3214e509051d3f663785b72f9977.jpg,0.0122167393565177,0.0004267401272954,2.268466128569383
37,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_03_436165200_00707_jpg.rf.c381097c20f217474d6a7055b68e42b5.jpg,0.006791444029659,8.23199796060989e-05,1.1397041630065587
38,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_06_436164700_01556_jpg.rf.f334be6da007856c550eea2733e6ddfb.jpg,0.0024828987661749,0.0113168088282691,2.2842217534780502
39,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_07_4406645900_00618_jpg.rf.4728af3455c5277eb1fddbd3836acad8.jpg,1.0,1.0,2.302585092994046
40,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_01_425243300_00542_jpg.rf.14bf99bd3ac913df040788581e0c88dc.jpg,0.0023532456252723,0.000881954723809,2.2835001945495605
41,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_07_4406645900_00539_jpg.rf.5326b38415f2224b33d1177da2f08acc.jpg,1.0,1.0,2.302585092994046
42,/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test/images/img_06_3403391400_01266_jpg.rf.80af5beb629c06713ab61361167a5fb1.jpg,0.0050983713008463,0.001436297854525,2.2770453378607662
