GC10-DET_brightness_-15,0.7037670019351863,0.2501006258301439,0.08599790338884321,0.05280171663574162
GC10-DET_brightness_-10,0.7116716641119891,0.2522334657952452,0.06434874417489035,0.052869729284387254
GC10-DET_brightness_30,0.7359570300691421,0.30771670563578113,0.04892284727933113,0.05092276814902331
GC10-DET_brightness_60,0.7031320737743537,0.36200593357097643,0.1914946064196135,0.0611151058283016
GC10-DET_brightness_90,0.6531932842052922,0.4444649873654304,0.41056899221319904,0.07431614253635478
GC10-DET_brightness_-150,0.42715077810322377,0.07020707070055898,0.7661689453125,0.02258579107838751
GC10-DET_brightness_-100,0.5629529207144853,0.15643331987060077,0.4232231869904891,0.04435137073665557
GC10-DET_brightness_-50,0.6519661736607636,0.21161311368918934,0.20523657226562503,0.050478020441273155
GC10-DET_brightness_-30,0.6810303218384329,0.22497848038382703,0.13085241168478262,0.05103510318374548
GC10-DET_brightness_-25,0.6879250307331253,0.22705775365920466,0.1122604449728261,0.05102221648700254
GC10-DET_brightness_-20,0.6947384709260322,0.22983390396385378,0.09358351732336957,0.05203497386238705
GC10-DET_brightness_-15,0.7017444179194128,0.23254492005214036,0.07545116126019022,0.051860505033711854
GC10-DET_brightness_-10,0.7082613901355719,0.23510042870806452,0.058794104534646736,0.051522153766702085
GC10-DET_brightness_30,0.7331852046115299,0.2919299063305358,0.046353186565896744,0.04602110593004898
GC10-DET_brightness_60,0.7048761530046108,0.3448507602205629,0.1774439538043478,0.05277834740238259
GC10-DET_brightness_90,0.6566731784203799,0.42314135055772095,0.38285598887567934,0.07026582642090194
GC10-DET_brightness_-30,0.6810303218384329,0.22497848038382703,0.13085241168478262,0.05103510318374548
GC10-DET_brightness_-25,0.6879250307331253,0.22705775365920466,0.1122604449728261,0.05102221648700254
GC10-DET_brightness_-20,0.6947384709260322,0.22983390396385378,0.09358351732336957,0.05203497386238705
GC10-DET_brightness_-15,0.7017444179194128,0.23254492005214036,0.07545116126019022,0.051860505033711854
GC10-DET_brightness_-10,0.7082613901355719,0.23510042870806452,0.058794104534646736,0.051522153766702085
GC10-DET_brightness_30,0.7331852046115299,0.2919299063305358,0.046353186565896744,0.04602110593004898
GC10-DET_brightness_60,0.7048761530046108,0.3448507602205629,0.1774439538043478,0.05277834740238259
GC10-DET_brightness_90,0.6566731784203799,0.42314135055772095,0.38285598887567934,0.07026582642090194
GC10-DET_brightness_50,0.7185677762933553,0.3280458604819985,0.12302671747622283,0.04931581412570976
GC10-DET_brightness_70,0.6892318419112333,0.366129408086266,0.24061327063519022,0.0578206117173759
GC10-DET_brightness_110,0.6223764578372124,0.4676211901381175,0.5211276749320652,0.07936414169441483
GC10-DET_brightness_10,0.731236667602783,0.2584208464158037,0.01353161090353261,0.05117923270392171
GC10-DET_brightness_20,0.7334215143229427,0.27302691538001994,0.024355288298233694,0.048407084112957896
GC10-DET_brightness_10,0.7372806075717755,0.27499172275325684,0.013928452876576207,0.04922144716135431
GC10-DET_brightness_50,0.7185677762933553,0.3280458604819985,0.12302671747622283,0.04931581412570976
GC10-DET_brightness_20,0.7386991959316531,0.29094555854127885,0.025586719178316886,0.04926125156800252
GC10-DET_brightness_50,0.7184395474444605,0.34236278720162244,0.13174868935032896,0.055295455517912026
GC10-DET_brightness_70,0.687603538472578,0.38757405664470773,0.2604017023454633,0.06436173888151044
GC10-DET_brightness_70,0.687603538472578,0.38757405664470773,0.2604017023454633,0.06436173888151044
