GC10-DET_brightness_-150,0.4396265921451846,0.0814905927558818,0.7469545170298794,0.01565629929044857
GC10-DET_brightness_-100,0.5765332267984907,0.16759716235507985,0.3962311487030564,0.041766333256551255
GC10-DET_brightness_-50,0.6598785597036272,0.23041798135195282,0.20241752758360745,0.04836477465746381
GC10-DET_brightness_-30,0.6832842647650346,0.2423731897761544,0.14062478584155705,0.0518956096394935
GC10-DET_brightness_-25,0.6896770602342559,0.2451073532863147,0.12367873877809758,0.052397433805449624
GC10-DET_brightness_-20,0.6963008446511398,0.24748917231865877,0.10584245112904331,0.05274418723619604
GC10-DET_brightness_-15,0.7037670019351863,0.2501006258301439,0.08599790338884321,0.05280171663574162
GC10-DET_brightness_-10,0.7116716641119891,0.2522334657952452,0.06434874417489035,0.052869729284387254
GC10-DET_brightness_10,0.7372806075717755,0.27499172275325684,0.013928452876576207,0.04922144716135431
GC10-DET_brightness_20,0.7386991959316531,0.29094555854127885,0.025586719178316886,0.04926125156800252
GC10-DET_brightness_30,0.7359570300691421,0.30771670563578113,0.04892284727933113,0.05092276814902331
GC10-DET_brightness_50,0.7184395474444605,0.34236278720162244,0.13174868935032896,0.055295455517912026
GC10-DET_brightness_60,0.7031320737743537,0.36200593357097643,0.1914946064196135,0.0611151058283016
GC10-DET_brightness_70,0.687603538472578,0.38757405664470773,0.2604017023454633,0.06436173888151044
GC10-DET_brightness_90,0.6531932842052922,0.4444649873654304,0.41056899221319904,0.07431614253635478
