img_name,objectness_uncertainty,weighted_variance_sum,weighted_entropy
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,0.0107042,5.3477072700137336e-05,0.0859432542586195
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,0.0016487092,3.103717415342544e-06,0.2475334692884374
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,0.007216084,1.9888214147735613e-05,0.1092393814532397
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,0.009817668,8.11392055219904e-05,0.0866004169896268
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,0.016721226,0.0005035070678079,0.0819047617083296
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,0.0063912766,0.0123199517254379,0.2961296750520558
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,0.00450719,0.0004662958433003,0.0979276438734748
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,0.016630763,0.0003762472462231,0.2046630977661357
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,0.0018395098,9.3295780850791e-05,0.0973406358054152
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,0.011261756,1.528320314037046e-06,0.1430390642748938
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,0.015026792,0.0005224851328063,0.1126689258548972
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,0.0017494617,0.0013476651314276,0.328552883834793
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,0.0048780306,2.145980466990124e-05,0.0955940817081453
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,0.012165145,0.000481936868833,0.2802521367143826
/Data4/student_zhihan_data/data/GC10-DET_GaussianBlur_17/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,0.0067243977,2.01936877547351e-05,0.0944745047349442
